mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
11	10	29	29	1.0	1/4	1/4	3/4	2	1	iv		g#	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
11	10	30	30	2.0	1/2	1/2	3/4	2	1	i		g#	i		i	i							m	1	1	0, -3, 1		0	0
12	11	32	32	1.0	1/4	1/4	3/4	2	1	viio7/V		g#	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
12	11	33	33	1.0	1/2	1/2	3/4	2	1	V7		g#	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
13	12	34	34	2.0	0	0	3/4	2	1	i|PAC}		g#	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
13	12	36	36	1.0	1/2	1/2	3/4	2	1	III.iv6{		g#	III		iv6	iv		6				{	m	1	0	-4, 0, -1		-1	-4
14	13	37	37	2.0	0	0	3/4	2	1	V[V7		g#	III	V	V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
14	13	39	39	1.0	1/2	1/2	3/4	2	1	V7(64)		g#	III	V	V7(64)	V		7	64				Mm7	1	0	1, 0, 4, -1		1	1
15	14	40	40	2.0	0	0	3/4	2	1	V7		g#	III	V	V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
15	14	42	42	1.0	1/2	1/2	3/4	2	1	V7(94)		g#	III	V	V7(94)	V		7	94				Mm7	1	0	1, 0, 2, -1	3	1	1
16	15	43	43	2.0	0	0	3/4	2	1	V7		g#	III	V	V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
16	15	45	45	1.0	1/2	1/2	3/4	2	1	V(6#4#2)		g#	III	V	V(6#4#2)	V			6#4#2				M	1	0	1, 10, 7, 4		1	1
17	16	46	46	0.75	0	0	3/4	2	1	V		g#	III	V	V	V							M	1	0	1, 5, 2		1	1
17	16	187/4	187/4	0.25	3/16	3/16	3/4	2	1	viio2/V		g#	III	V	viio2/V	vii	o	2		V			o7	1	0	-3, 6, 3, 0		6	-3
17	16	47	47	2.0	1/4	1/4	3/4	2	1	V]}		g#	III	V	V	V						}	M	1	0	1, 5, 2		1	1
18	17	49	49	0.75	0	0	3/4	2	1	V7(4)/V{		g#	III		V7(4)/V	V		7	4	V		{	Mm7	1	0	2, 1, 3, 0		2	2
18	17	199/4	199/4	1.25	3/16	3/16	3/4	2	1	V7/V		g#	III		V7/V	V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
18	17	51	51	2.0	1/2	1/2	3/4	2	1	V		g#	III		V	V							M	1	0	1, 5, 2		1	1
19	18	53	53	1.0	1/4	1/4	3/4	2	1	V7/V		g#	III		V7/V	V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
19	18	54	54	2.0	1/2	1/2	3/4	2	1	V		g#	III		V	V							M	1	0	1, 5, 2		1	1
20	19	56	56	1.0	1/4	1/4	3/4	2	1	V7/V		g#	III		V7/V	V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
20	19	57	57	2.0	1/2	1/2	3/4	2	1	V		g#	III		V	V							M	1	0	1, 5, 2		1	1
21	20	59	59	1.0	1/4	1/4	3/4	2	1	V7/V		g#	III		V7/V	V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
21	20	60	60	1.0	1/2	1/2	3/4	2	1	V}		g#	III		V	V						}	M	1	0	1, 5, 2		1	1
22	21	61	61	6.0	0	0	3/4	2	1	ii6{		g#	III		ii6	ii		6				{	m	1	0	-1, 3, 2		2	-1
24	23	67	67	1.0	0	0	3/4	2	1	V7		g#	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
24	23	68	68	2.0	1/4	1/4	3/4	2	1	V		g#	III		V	V							M	1	0	1, 5, 2		1	1
25	24	70	70	1.0	0	0	3/4	2	1	I		g#	III		I	I							M	1	0	0, 4, 1		0	0
25	24	71	71	1.0	1/4	1/4	3/4	2	1	I(+6)		g#	III		I(+6)	I			+6				M	1	0	0, 4, 1	3	0	0
25	24	72	72	1.0	1/2	1/2	3/4	2	1	I		g#	III		I	I							M	1	0	0, 4, 1		0	0
26	25	73	73	1.0	0	0	3/4	2	1	V7		g#	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
26	25	74	74	2.0	1/4	1/4	3/4	2	1	V		g#	III		V	V							M	1	0	1, 5, 2		1	1
27	26	76	76	1.0	0	0	3/4	2	1	I		g#	III		I	I							M	1	0	0, 4, 1		0	0
27	26	77	77	1.0	1/4	1/4	3/4	2	1	I(+6)		g#	III		I(+6)	I			+6				M	1	0	0, 4, 1	3	0	0
27	26	78	78	1.0	1/2	1/2	3/4	2	1	I		g#	III		I	I							M	1	0	0, 4, 1		0	0
28	27	79	79	1.0	0	0	3/4	2	1	V7		g#	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
28	27	80	80	2.0	1/4	1/4	3/4	2	1	V		g#	III		V	V							M	1	0	1, 5, 2		1	1
29	28	82	82	3.0	0	0	3/4	2	1	I|IAC}		g#	III		I	I					IAC	}	M	1	0	0, 4, 1		0	0
29	28	84	84	0.0	1/2	1/2	3/4	2	1	{		g#	III									{		1	0				
30	29	85	85	6.0	0	0	3/4	2	1	ii6		g#	III		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
32	31	91	91	1.0	0	0	3/4	2	1	V7		g#	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
32	31	92	92	2.0	1/4	1/4	3/4	2	1	V		g#	III		V	V							M	1	0	1, 5, 2		1	1
33	32	94	94	1.0	0	0	3/4	2	1	I		g#	III		I	I							M	1	0	0, 4, 1		0	0
33	32	95	95	1.0	1/4	1/4	3/4	2	1	I(+6)		g#	III		I(+6)	I			+6				M	1	0	0, 4, 1	3	0	0
33	32	96	96	1.0	1/2	1/2	3/4	2	1	I		g#	III		I	I							M	1	0	0, 4, 1		0	0
34	33	97	97	1.0	0	0	3/4	2	1	V7		g#	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
34	33	98	98	2.0	1/4	1/4	3/4	2	1	V		g#	III		V	V							M	1	0	1, 5, 2		1	1
35	34	100	100	1.0	0	0	3/4	2	1	I		g#	III		I	I							M	1	0	0, 4, 1		0	0
35	34	101	101	1.0	1/4	1/4	3/4	2	1	I(+6)		g#	III		I(+6)	I			+6				M	1	0	0, 4, 1	3	0	0
35	34	102	102	1.0	1/2	1/2	3/4	2	1	I		g#	III		I	I							M	1	0	0, 4, 1		0	0
36	35	103	103	1.0	0	0	3/4	2	1	V7		g#	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
36	35	104	104	2.0	1/4	1/4	3/4	2	1	V		g#	III		V	V							M	1	0	1, 5, 2		1	1
37	36	106	106	2.0	0	0	3/4	2	1	I|IAC}		g#	III		I	I					IAC	}	M	1	0	0, 4, 1		0	0
37	36	108	108	2.0	1/2	1/2	3/4	2	1	i.V{		g#	i		V	V						{	M	1	1	1, 5, 2		1	1
38	37	110	110	1.0	1/4	1/4	3/4	2	1	viio7/V		g#	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
38	37	111	111	1.0	1/2	1/2	3/4	2	1	V7		g#	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
39	38	112	112	5.0	0	0	3/4	2	1	i|PAC}		g#	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
39	38	114	114	0.0	1/2	1/2	3/4	2	1	{		g#	i									{		1	1				
40	39	117	117	1.0	1/2	1/2	3/4	2	1	i(6)	iv	g#	i		i(6)	i			6				m	1	1	0, -3, -4		0	0
41	40	118	118	4.0	0	0	3/4	2	1	i		g#	i		i	i							m	1	1	0, -3, 1		0	0
42	41	122	122	1.0	1/4	1/4	3/4	2	1	ii%65		g#	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
42	41	123	123	2.0	1/2	1/2	3/4	2	1	i		g#	i		i	i							m	1	1	0, -3, 1		0	0
43	42	125	125	1.0	1/4	1/4	3/4	2	1	iv		g#	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
43	42	126	126	2.0	1/2	1/2	3/4	2	1	i		g#	i		i	i							m	1	1	0, -3, 1		0	0
44	43	128	128	1.0	1/4	1/4	3/4	2	1	viio7/V		g#	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
44	43	129	129	1.0	1/2	1/2	3/4	2	1	V7		g#	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
45	44	130	130	4.0	0	0	3/4	2	1	i|PAC		g#	i		i	i					PAC		m	1	1	0, -3, 1		0	0
46	45	134	134	1.0	1/4	1/4	3/4	2	1	ii%65		g#	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
46	45	135	135	2.0	1/2	1/2	3/4	2	1	i		g#	i		i	i							m	1	1	0, -3, 1		0	0
47	46	137	137	1.0	1/4	1/4	3/4	2	1	iv		g#	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
47	46	138	138	2.0	1/2	1/2	3/4	2	1	i		g#	i		i	i							m	1	1	0, -3, 1		0	0
48	47	140	140	1.0	1/4	1/4	3/4	2	1	viio7/V		g#	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
48	47	141	141	1.0	1/2	1/2	3/4	2	1	V7		g#	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
49	48	142	142	3.0	0	0	3/4	2	1	i|PAC}		g#	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
