mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	1.0		0	1/2	3/4	1	1	1/4		1/4	1	1	3	69	A4	4	0
2	1	1	1.0		0	0	3/4	2	1	1/4		1/4	1		2	38	D2	2	5
2	1	1	0.5		0	0	3/4	1	1	1/8		1/8	1	-1	3	69	A4	4	1
2	1	7/4	0.25		3/16	3/16	3/4	1	1	1/16		1/16	1		6	66	F#4	4	2
2	1	2	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		2	50	D3	3	6
2	1	2	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		3	57	A3	3	6
2	1	2	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		0	60	C4	4	6
2	1	2	1.0		1/4	1/4	3/4	1	1	1/4		1/4	1		2	62	D4	4	3
2	1	3	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		2	50	D3	3	7
2	1	3	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		3	57	A3	3	7
2	1	3	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		0	60	C4	4	7
2	1	3	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		2	62	D4	4	7
2	1	3	1.0		1/2	1/2	3/4	1	1	1/4		1/4	1		6	66	F#4	4	4
3	2	4	1.0		0	0	3/4	2	1	1/4		1/4	1		1	43	G2	2	11
3	2	4	2.0		0	0	3/4	1	1	1/2		1/2	1		1	67	G4	4	8
3	2	5	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		1	55	G3	3	12
3	2	5	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	12
3	2	5	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		2	62	D4	4	12
3	2	6	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		1	55	G3	3	13
3	2	6	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	13
3	2	6	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		2	62	D4	4	13
3	2	6	0.5		1/2	1/2	3/4	1	1	1/8		1/8	1		3	69	A4	4	9
3	2	13/2	0.5		5/8	5/8	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	10
4	3	7	0.5		0	0	3/4	1	1	1/8		1/8	1		0	72	C5	5	14
4	3	31/4	0.25		3/16	3/16	3/4	1	1	1/16		1/16	1		2	74	D5	5	15
4	3	8	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		1	55	G3	3	18
4	3	8	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		0	60	C4	4	18
4	3	8	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		-3	63	Eb4	4	18
4	3	8	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		1	67	G4	4	18
4	3	8	1.0		1/4	1/4	3/4	1	1	1/4		1/4	1		-3	75	Eb5	5	16
4	3	9	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		1	55	G3	3	19
4	3	9	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		0	60	C4	4	19
4	3	9	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		-3	63	Eb4	4	19
4	3	9	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		3	69	A4	4	19
4	3	9	1.0		1/2	1/2	3/4	1	1	1/4		1/4	1		6	78	F#5	5	17
5	4	10	3.0		0	0	3/4	1	2	3/4		1/2	3/2		-2	70	Bb4	4	22
5	4	10	0.5		0	0	3/4	1	1	1/8		1/8	1		1	79	G5	5	20
5	4	21/2	1.5		1/8	1/8	3/4	1	1	3/8		1/4	3/2		2	74	D5	5	21
5	4	11	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		1	55	G3	3	23
5	4	11	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		2	62	D4	4	23
5	4	12	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		1	55	G3	3	24
5	4	12	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		2	62	D4	4	24
6	5	13	1.0		0	0	3/4	2	1	1/4		1/4	1		2	38	D2	2	29
6	5	13	0.5		0	0	3/4	1	1	1/8		1/8	1		3	69	A4	4	25
6	5	55/4	0.25		3/16	3/16	3/4	1	1	1/16		1/16	1		6	66	F#4	4	26
6	5	14	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		2	50	D3	3	30
6	5	14	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		3	57	A3	3	30
6	5	14	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		0	60	C4	4	30
6	5	14	1.0		1/4	1/4	3/4	1	1	1/4		1/4	1		2	62	D4	4	27
6	5	15	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		2	50	D3	3	31
6	5	15	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		3	57	A3	3	31
6	5	15	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		0	60	C4	4	31
6	5	15	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		2	62	D4	4	31
6	5	15	1.0		1/2	1/2	3/4	1	1	1/4		1/4	1		6	66	F#4	4	28
7	6	16	1.0		0	0	3/4	2	1	1/4		1/4	1		1	43	G2	2	35
7	6	16	2.0		0	0	3/4	1	1	1/2		1/2	1		1	67	G4	4	32
7	6	17	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		1	55	G3	3	36
7	6	17	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	36
7	6	17	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		2	62	D4	4	36
7	6	18	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		1	55	G3	3	37
7	6	18	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	37
7	6	18	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		2	62	D4	4	37
7	6	18	0.75		1/2	1/2	3/4	1	1	3/16		1/8	3/2		2	74	D5	5	33
7	6	75/4	0.25		11/16	11/16	3/4	1	1	1/16		1/16	1		7	73	C#5	5	34
8	7	19	0.5		0	0	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	38
8	7	79/4	0.25		3/16	3/16	3/4	1	1	1/16		1/16	1		3	69	A4	4	39
8	7	20	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		2	50	D3	3	42
8	7	20	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		1	55	G3	3	42
8	7	20	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	42
